prog_id,cache_references,cache_misses,miss_rate,wall_time_s,status
6398,887622,8200,0.009238,0.159,ok
6399,,,,,timeout
6400,29028793,13760607,0.474033,1.6798,ok
6401,11904024,53586,0.004502,0.3984,ok
6402,453497,14284,0.031497,0.2618,ok
6403,118524946,99568314,0.840062,17.7011,ok
6404,124175184,395620,0.003186,2.3918,ok
6405,7029493,179000,0.025464,0.2261,ok
6406,1445463,7819,0.005409,0.1169,ok
6407,19667,5539,0.281639,0.0818,ok
6408,74003814,2297442,0.031045,1.474,ok
6409,127761358,473382,0.003705,2.483,ok
6410,134970948,680548,0.005042,2.4961,ok
6411,6724028,29090,0.004326,0.5931,ok
6412,11244,4186,0.372287,0.0777,ok
6413,,,,,timeout
6414,118782115,99922488,0.841225,18.6869,ok
6415,5558823,27662,0.004976,0.6922,ok
6416,930027,6994,0.00752,0.1593,ok
6417,29558400,11874348,0.401725,1.5098,ok
6418,,,,,timeout
6419,11611,4283,0.368874,0.0975,ok
6420,1906162,16590,0.008703,0.1033,ok
6421,118111776,100397241,0.850019,20.6631,ok
6422,56924,4762,0.083655,0.0889,ok
6423,1146620,7416,0.006468,0.1129,ok
6424,1412059,17209,0.012187,0.1187,ok
6425,29659528,12151023,0.409684,1.6779,ok
6426,763839674,20983762,0.027471,12.3149,ok
6427,7911923,124533,0.01574,0.2034,ok
6428,,,,,timeout
6429,54878,4331,0.078921,0.0989,ok
6430,74913002,3798774,0.050709,1.381,ok
6431,1201380,7444,0.006196,0.12,ok
6432,665778,6735,0.010116,0.1642,ok
6433,9157964,311540,0.034018,0.1727,ok
6434,297150864,118878351,0.400061,13.4181,ok
6435,7948500,23769,0.00299,0.8279,ok
6436,111657,9797,0.087742,0.2633,ok
6437,117635949,100127184,0.851161,17.6736,ok
6438,14815681,107820,0.007277,0.3664,ok
6439,1228507,8562,0.006969,0.1338,ok
6440,11632744,50071,0.004304,0.2707,ok
6441,55703,5220,0.093711,0.0711,ok
6442,15455,4201,0.271821,0.0721,ok
6443,60729,4655,0.076652,0.0865,ok
6444,,,,,timeout
6445,9490495,38817,0.00409,0.651,ok
6446,18853,4775,0.253275,0.1028,ok
6447,12768562,41400,0.003242,0.3446,ok
6448,8814749,35282,0.004003,0.601,ok
6449,744122537,16966837,0.022801,13.9693,ok
6450,732210000,18539617,0.02532,12.3361,ok
6451,7385847,308391,0.041754,0.1836,ok
6452,85887221,4020895,0.046816,0.5374,ok
6453,1474308,11594,0.007864,0.0904,ok
6454,7601052,31396,0.00413,0.2908,ok
6455,6826703,21053,0.003084,0.2339,ok
6456,742153782,32980504,0.044439,11.7571,ok
6457,136403798,712167,0.005221,2.1557,ok
6458,466208,6371,0.013666,0.1444,ok
6459,132755164,431041,0.003247,2.9638,ok
6460,12946715,45444,0.00351,0.336,ok
6461,,,,,timeout
6462,118340848,99561604,0.841312,18.9989,ok
6463,1550439,9638,0.006216,0.1077,ok
6464,119618179,99319877,0.830308,17.132,ok
6465,45609,6520,0.142954,0.0927,ok
6466,1376761,10512,0.007635,0.0991,ok
6467,7853321,204509,0.026041,0.12,ok
6468,1169280,7598,0.006498,0.1139,ok
6469,7324287,256489,0.035019,0.2228,ok
6470,,,,,timeout
6471,,,,,timeout
6472,278336,9334,0.033535,0.1542,ok
6473,748200410,20012068,0.026747,13.0801,ok
6474,29146929,12569089,0.431232,1.7411,ok
6475,1309798,10456,0.007983,0.1193,ok
6476,294707946,131299285,0.445523,11.5447,ok
6477,8402682,297682,0.035427,0.2037,ok
6478,139679105,653563,0.004679,2.7382,ok
6479,766633,6581,0.008584,0.1461,ok
6480,8655107,254778,0.029437,0.22,ok
6481,1147982,7251,0.006316,0.1093,ok
6482,,,,,timeout
6483,294791683,123705688,0.419638,15.9809,ok
6484,70804,4831,0.068231,0.089,ok
6485,757613979,23182333,0.030599,12.2357,ok
6486,6865225,26776,0.0039,0.6051,ok
6487,1105700,7349,0.006646,0.1446,ok
6488,69871,4758,0.068097,0.0929,ok
6489,745659542,23148054,0.031044,12.1668,ok
6490,15368492,54811,0.003566,0.3175,ok
6491,117857802,100108441,0.8494,19.3918,ok
6492,20224,4731,0.23393,0.1224,ok
6493,117677027,100727782,0.855968,19.6541,ok
6494,,,,,timeout
6495,737133714,13983949,0.018971,14.344,ok
6496,141209074,630960,0.004468,3.0108,ok
6497,12832661,41646,0.003245,0.4422,ok
6498,7332843,285910,0.03899,0.2465,ok
6499,611307,8430,0.01379,0.1619,ok
6500,294400970,125903027,0.427658,16.9618,ok
6501,757588,7858,0.010372,0.163,ok
6502,117701438,100001327,0.849619,19.0788,ok
6503,,,,,timeout
6504,743043979,19437869,0.02616,12.7329,ok
6505,14259939,42224,0.002961,0.356,ok
6506,,,,,timeout
6507,,,,,timeout
6508,734368636,18802671,0.025604,15.09,ok
6509,238327,10824,0.045417,0.1277,ok
6510,292903879,139206507,0.475263,14.655,ok
6511,25143,4734,0.188283,0.0948,ok
6512,728917206,16067799,0.022043,14.363,ok
6513,18878,4726,0.250344,0.1049,ok
6514,,,,,timeout
6515,11734310,28105,0.002395,0.6949,ok
6516,,,,,timeout
6517,483864,6252,0.012921,0.1704,ok
6518,20893,4855,0.232374,0.1096,ok
6519,,,,,timeout
6520,1150718,7393,0.006425,0.1332,ok
6521,,,,,timeout
6522,72707972,1181452,0.016249,1.4897,ok
6523,29181039,13279174,0.455062,1.6708,ok
6524,117127087,100279335,0.856158,22.2965,ok
6525,72715346,1289667,0.017736,1.2479,ok
6526,17061,4896,0.28697,0.0759,ok
6527,,,,,timeout
6528,75074089,2002003,0.026667,1.2028,ok
6529,722957030,20506202,0.028364,16.3497,ok
6530,,,,,timeout
6531,,,,,timeout
6532,12603614,40292,0.003197,0.4215,ok
6533,,,,,timeout
6534,8826312,28452,0.003224,0.7907,ok
6535,10823,4152,0.383627,0.0831,ok
6536,7962552,133840,0.016809,0.2363,ok
6537,103455,8883,0.085863,0.2486,ok
6538,128566642,464303,0.003611,3.5567,ok
6539,114574,4843,0.04227,0.1032,ok
6540,6913391,138712,0.020064,0.2506,ok
6541,1272637,10772,0.008464,0.128,ok
6542,28481405,12732111,0.447032,1.619,ok
6543,,,,,timeout
6544,22495,5712,0.253923,0.0823,ok
6545,12296223,53636,0.004362,0.3885,ok
6546,19929,5522,0.277084,0.076,ok
6547,134184068,611255,0.004555,2.5097,ok
6548,468527,6763,0.014435,0.1523,ok
6549,12341197,51006,0.004133,0.308,ok
6550,125147930,466727,0.003729,2.8389,ok
6551,28840100,13302773,0.46126,1.6651,ok
6552,6825879,187775,0.027509,0.1157,ok
6553,,,,,timeout
6554,1158693,10452,0.009021,0.073,ok
6555,732097143,27573408,0.037664,13.3031,ok
6556,40151,5194,0.129362,0.0466,ok
6557,19661,5547,0.282132,0.0458,ok
6558,20145,4246,0.210772,0.0464,ok
6559,19903,4415,0.221826,0.0441,ok
6560,60050,5538,0.092223,0.0473,ok
6561,722355791,18554531,0.025686,16.9029,ok
6562,74770775,1828898,0.02446,1.6474,ok
6563,10860,4012,0.369429,0.1036,ok
6564,482276,6627,0.013741,0.1823,ok
6565,358886,11515,0.032085,0.172,ok
6566,1806488,10625,0.005882,0.0776,ok
6567,74495917,2202854,0.02957,1.485,ok
6568,19343,5164,0.26697,0.0986,ok
6569,,,,,timeout
6570,29329612,12917035,0.440409,2.0179,ok
6571,128017,4470,0.034917,0.091,ok
6572,643906,7791,0.0121,0.1754,ok
6573,9731264,49784,0.005116,0.6317,ok
6574,,,,,timeout
6575,131457065,633495,0.004819,1.5671,ok
6576,,,,,timeout
6577,789456,8805,0.011153,0.1536,ok
6578,,,,,timeout
6579,,,,,timeout
6580,1143169,8708,0.007617,0.0958,ok
6581,,,,,timeout
6582,6716143,246611,0.036719,0.2227,ok
6583,5499090,28173,0.005123,1.1616,ok
6584,695486646,18036248,0.025933,11.7626,ok
6585,12171382,99805,0.0082,0.3311,ok
6586,,,,,timeout
6587,28773397,14969406,0.520252,2.5769,ok
6588,,,,,timeout
6589,22647,5641,0.249084,0.0684,ok
6590,,,,,timeout
6591,81212,5139,0.063279,0.0898,ok
6592,,,,,timeout
6593,,,,,timeout
6594,10963,4608,0.420323,0.1359,ok
6595,,,,,timeout
6596,6857177,269922,0.039363,0.1935,ok
6597,,,,,timeout
6598,7005920,234930,0.033533,0.1738,ok
6599,122927583,393764,0.003203,2.264,ok
6600,471439,10651,0.022593,0.159,ok
6601,11093,4002,0.360768,0.0429,ok
6602,19953,5095,0.25535,0.0671,ok
6603,11074,4080,0.368431,0.0641,ok
6604,,,,,timeout
6605,,,,,timeout
6606,69440167,2304888,0.033192,1.5632,ok
6607,283087505,139045546,0.491175,19.2459,ok
6608,7393061,209867,0.028387,0.1563,ok
6609,54998,4126,0.075021,0.0346,ok
6610,137154,7142,0.052073,0.1224,ok
6611,6932050,137319,0.019809,0.1242,ok
6612,,,,,timeout
6613,,,,,timeout
6614,6848797,205638,0.030025,0.2631,ok
6615,,,,,timeout
6616,430776,7439,0.017269,0.1824,ok
6617,11490,4363,0.379721,0.0995,ok
6618,28273298,12892595,0.455999,2.9383,ok
6619,69706606,2527935,0.036265,2.1555,ok
6620,12287397,73309,0.005966,0.551,ok
6621,,,,,timeout
6622,,,,,timeout
6623,1147859,9470,0.00825,0.1127,ok
6624,1152449,21977,0.01907,0.0847,ok
6625,123109,8717,0.070807,0.3142,ok
6626,,,,,timeout
6627,,,,,timeout
6628,29039505,14132903,0.486679,3.6563,ok
6629,,,,,timeout
6630,167591,8167,0.048732,0.3693,ok
6631,6151114,30236,0.004916,0.974,ok
6632,114955939,100979337,0.878418,28.6239,ok
6633,552337,6674,0.012083,0.2186,ok
6634,6710271,37426,0.005577,1.102,ok
6635,,,,,timeout
6636,115981021,100989162,0.870739,28.3745,ok
6637,470861,6027,0.0128,0.2267,ok
6638,,,,,timeout
6639,79316,6656,0.083917,0.1289,ok
6640,,,,,timeout
6641,17526,5719,0.326315,0.1431,ok
6642,684338582,22978770,0.033578,23.0018,ok
6643,676421189,17467588,0.025824,18.8319,ok
6644,,,,,timeout
6645,68429819,2347203,0.034301,1.8489,ok
6646,11281,4294,0.38064,0.0673,ok
6647,28251412,14250216,0.504407,3.1548,ok
6648,284214946,133713696,0.470467,25.9599,ok
6649,119792627,408951,0.003414,4.777,ok
6650,12301626,55713,0.004529,0.6636,ok
6651,6663234,237826,0.035692,0.228,ok
6652,5036404,37906,0.007526,0.8738,ok
6653,1291489,14470,0.011204,0.1578,ok
6654,,,,,timeout
6655,,,,,timeout
6656,11705627,81208,0.006938,0.3217,ok
6657,68486296,2643994,0.038606,1.5659,ok
6658,5544924,33441,0.006031,1.0099,ok
6659,29509929,13001120,0.440568,2.3956,ok
6660,681490850,17388051,0.025515,22.514,ok
6661,285634460,103179081,0.361228,1.8263,ok
6662,9710743,23902,0.002461,1.0232,ok
6663,13453149,41592,0.003092,0.5137,ok
6664,,,,,timeout
6665,17485,4888,0.279554,0.1633,ok
6666,69580666,1128187,0.016214,2.7998,ok
6667,11243,4629,0.411723,0.1263,ok
6668,,,,,timeout
6669,67938292,1318804,0.019412,3.0247,ok
6670,,,,,timeout
6671,7154506,216438,0.030252,0.2601,ok
6672,,,,,timeout
6673,52501,4732,0.090132,0.0977,ok
6674,,,,,timeout
6675,28568426,13226070,0.462961,2.6121,ok
6676,,,,,timeout
6677,,,,,timeout
6678,,,,,timeout
6679,,,,,timeout
6680,,,,,timeout
6681,67591933,2687568,0.039762,1.9946,ok
6682,1154033,7451,0.006456,0.1847,ok
6683,111655,9735,0.087188,0.1726,ok
6684,204691,8408,0.041077,0.1754,ok
6685,6084999,44889,0.007377,0.5676,ok
6686,,,,,timeout
6687,19032,4864,0.25557,0.1253,ok
6688,24627,5419,0.220043,0.0536,ok
6689,,,,,timeout
6690,,,,,timeout
6691,11768,4857,0.412729,0.0655,ok
6692,109482,11454,0.10462,0.1464,ok
6693,690574481,20888038,0.030247,7.6916,ok
6694,,,,,timeout
6695,6351563,35779,0.005633,0.9419,ok
6696,28773273,13034352,0.453002,3.1588,ok
6697,286352709,125757184,0.439169,20.4797,ok
6698,,,,,timeout
6699,28857275,12219927,0.423461,0.4777,ok
6700,72644917,1733158,0.023858,1.3413,ok
6701,8906000,40457,0.004543,0.3287,ok
6702,,,,,timeout
6703,6892791,27872,0.004044,1.2092,ok
6704,1220931,9905,0.008113,0.1594,ok
6705,52413,5382,0.102684,0.144,ok
6706,12229861,47395,0.003875,0.3933,ok
6707,115886,5258,0.045372,0.1339,ok
6708,12936516,67875,0.005247,0.5318,ok
6709,53070,4342,0.081816,0.0785,ok
6710,1548019,22373,0.014453,0.0956,ok
6711,129701063,637631,0.004916,4.0654,ok
6712,771759,6853,0.00888,0.2208,ok
6713,55483,5592,0.100788,0.1004,ok
6714,461171,7851,0.017024,0.179,ok
6715,79341,6721,0.08471,0.0631,ok
6716,8353077,35347,0.004232,0.8917,ok
6717,11203907,77533,0.00692,0.4219,ok
6718,,,,,timeout
6719,7779146,115018,0.014785,0.213,ok
6720,6360093,32517,0.005113,1.4584,ok
6721,116505645,101119440,0.867936,9.068,ok
6722,1355144,8157,0.006019,0.1646,ok
6723,125684566,484551,0.003855,5.952,ok
6724,69058,4518,0.065423,0.0607,ok
6725,,,,,timeout
6726,1282027,11962,0.009331,0.0928,ok
6727,73992149,2661520,0.03597,1.5313,ok
6728,284891189,117772418,0.413394,27.6829,ok
6729,28845527,13137752,0.455452,0.4333,ok
6730,,,,,timeout
6731,308297,9603,0.031149,0.3599,ok
6732,13100299,40431,0.003086,0.5897,ok
6733,1309021,10631,0.008121,0.1149,ok
6734,14173949,62820,0.004432,0.306,ok
6735,685831800,20367921,0.029698,21.4637,ok
6736,28968598,12758855,0.440437,3.446,ok
6737,,,,,timeout
6738,,,,,timeout
6739,6817343,216372,0.031738,0.296,ok
6740,695892107,20618329,0.029629,24.6831,ok
6741,116149519,452383,0.003895,6.3666,ok
6742,,,,,timeout
6743,115890315,101546777,0.876232,23.6085,ok
6744,,,,,timeout
6745,36063,5163,0.143166,0.1489,ok
6746,55364,4603,0.083141,0.1617,ok
6747,423308,6750,0.015946,0.2163,ok
6748,12000653,83227,0.006935,0.309,ok
6749,,,,,timeout
6750,12133429,76446,0.0063,0.415,ok
6751,17928,5135,0.286423,0.082,ok
6752,11077,4149,0.37456,0.0636,ok
6753,11634610,69003,0.005931,0.3104,ok
6754,116754516,195115,0.001671,0.9403,ok
6755,10569,4603,0.435519,0.0521,ok
6756,18499,5022,0.271474,0.1952,ok
6757,11510,4252,0.369418,0.1473,ok
6758,6721116,227031,0.033779,0.4183,ok
6759,,,,,timeout
6760,6904729,136922,0.01983,0.3219,ok
6761,,,,,timeout
6762,58162,5974,0.102713,0.1662,ok
6763,119870611,502016,0.004188,2.8018,ok
6764,54725,4882,0.08921,0.1088,ok
6765,55941,5583,0.099802,0.0662,ok
6766,28801313,13744576,0.47722,1.8976,ok
6767,1188648,17487,0.014712,0.0689,ok
6768,20338,5224,0.256859,0.169,ok
6769,59717,4742,0.079408,0.1523,ok
6770,64967,5491,0.08452,0.1339,ok
6771,4773261,28517,0.005974,1.4026,ok
6772,18700,5673,0.303369,0.1,ok
6773,7205093,170128,0.023612,0.4319,ok
6774,16601,4605,0.277393,0.1481,ok
6775,74596923,1998604,0.026792,1.4819,ok
6776,15954,4796,0.300614,0.1305,ok
6777,132633818,537458,0.004052,3.4453,ok
6778,41209,4925,0.119513,0.1492,ok
6779,11932842,36635,0.00307,0.6321,ok
6780,57850,5020,0.086776,0.1297,ok
6781,14167822,59031,0.004167,0.3791,ok
6782,141521,6943,0.04906,0.1157,ok
6783,7252783,135196,0.018641,0.1079,ok
6784,13000412,80729,0.00621,0.4709,ok
6785,,,,,timeout
6786,13174247,23526,0.001786,0.0751,ok
6787,29229750,14822887,0.507116,2.6576,ok
6788,,,,,timeout
6789,7100508,236618,0.033324,0.3653,ok
6790,24363,5541,0.227435,0.1015,ok
6791,55192,4731,0.085719,0.0833,ok
6792,7051691,32171,0.004562,1.1236,ok
6793,1556041,24740,0.015899,0.1406,ok
6794,,,,,timeout
6795,1368843,16970,0.012397,0.1708,ok
6796,694141930,16337698,0.023537,22.7998,ok
6797,29426809,12651432,0.429929,2.6664,ok
6798,543825,5964,0.010967,0.2395,ok
6799,,,,,timeout
6800,5725804,34912,0.006097,0.704,ok
6801,,,,,timeout
6802,1199758,7281,0.006069,0.1854,ok
6803,7295124,699638,0.095905,0.1455,ok
6804,,,,,timeout
6805,6946319,167329,0.024089,0.3381,ok
6806,1445187,20305,0.01405,0.0822,ok
6807,698934505,19983609,0.028592,29.0209,ok
6808,54253,4393,0.080972,0.1645,ok
6809,,,,,timeout
6810,5414528,26361,0.004869,0.8009,ok
6811,16666,4708,0.282491,0.1139,ok
6812,11513,4763,0.413706,0.115,ok
6813,7342236,47412,0.006457,0.7751,ok
6814,24894,4717,0.189483,0.1518,ok
6815,,,,,timeout
6816,,,,,timeout
6817,116657432,420357,0.003603,6.0149,ok
6818,,,,,timeout
6819,10526,4302,0.408702,0.0601,ok
6820,1161539,13099,0.011277,0.093,ok
6821,6862143,269003,0.039201,0.1782,ok
6822,594662,7186,0.012084,0.2037,ok
6823,70702859,1448979,0.020494,2.5383,ok
6824,129707,5808,0.044778,0.0719,ok
6825,,,,,timeout
6826,127334,4674,0.036707,0.0953,ok
6827,6745240,180466,0.026755,0.2868,ok
6828,28499845,10525258,0.369309,0.3491,ok
6829,70932032,3411302,0.048093,2.1314,ok
6830,,,,,timeout
6831,,,,,timeout
6832,9771673,48861,0.005,0.3615,ok
6833,,,,,timeout
6834,70506411,2631018,0.037316,0.8223,ok
6835,10999,3959,0.359942,0.1862,ok
6836,6814712,179975,0.02641,0.3971,ok
6837,69603750,2520262,0.036209,2.3468,ok
6838,5856669,47314,0.008079,1.1095,ok
6839,12013491,58293,0.004852,0.5491,ok
6840,55394,4762,0.085966,0.1476,ok
6841,6732523,166762,0.02477,0.2948,ok
6842,69985180,2133769,0.030489,2.3322,ok
6843,5456459,28777,0.005274,0.9712,ok
6844,,,,,timeout
6845,692608195,16227843,0.02343,24.427,ok
6846,11350,4012,0.35348,0.1111,ok
6847,,,,,timeout
6848,252829,9992,0.039521,0.35,ok
6849,28650446,13937459,0.486466,4.2231,ok
6850,692790797,20171510,0.029116,29.5787,ok
6851,1450512,8847,0.006099,0.228,ok
6852,28841310,13395097,0.464441,3.3939,ok
6853,28415906,14205312,0.499907,3.7185,ok
6854,,,,,timeout
6855,559000,8001,0.014313,0.2281,ok
6856,6988727,203728,0.029151,0.3184,ok
6857,,,,,timeout
6858,12082220,48138,0.003984,0.6194,ok
6859,,,,,timeout
6860,4741705,66014,0.013922,0.4156,ok
6861,1211337,17858,0.014742,0.1777,ok
6862,13058310,86503,0.006624,0.285,ok
6863,1181320,5252,0.004446,0.1333,ok
6864,,,,,timeout
6865,495974,5955,0.012007,0.1677,ok
6866,1361499,10488,0.007703,0.0683,ok
6867,12204597,102872,0.008429,0.4535,ok
6868,1215333,11418,0.009395,0.0494,ok
6869,124644617,541405,0.004344,5.0851,ok
6870,12337,4508,0.365405,0.0733,ok
6871,251990,11720,0.04651,0.5105,ok
6872,,,,,timeout
6873,,,,,timeout
6874,,,,,timeout
6875,72466569,2314934,0.031945,1.3144,ok
6876,57606,4715,0.081849,0.076,ok
6877,,,,,timeout
6878,12038707,42439,0.003525,0.6392,ok
6879,47110,5156,0.109446,0.0814,ok
6880,403609,5563,0.013783,0.178,ok
6881,11572981,62153,0.005371,0.4059,ok
6882,10995,4433,0.403183,0.1085,ok
6883,11255,4389,0.38996,0.1072,ok
6884,12059,4289,0.355668,0.1003,ok
6885,116194127,100629209,0.866044,27.4236,ok
6886,28654342,13502247,0.471211,5.5779,ok
6887,12432771,52871,0.004253,0.7369,ok
6888,456834,9637,0.021095,0.0815,ok
6889,4722460,37393,0.007918,0.4179,ok
6890,1155214,11305,0.009786,0.0684,ok
6891,,,,,timeout
6892,,,,,timeout
6893,513546,6876,0.013389,0.1799,ok
6894,72088683,3009958,0.041754,1.3605,ok
6895,55738,4528,0.081237,0.1154,ok
6896,6993952,225465,0.032237,0.4697,ok
6897,285577846,113805727,0.39851,8.3542,ok
6898,20312,5726,0.281902,0.0943,ok
6899,334268,11317,0.033856,0.5302,ok
6900,474498,12803,0.026982,0.1655,ok
6901,1185849,10008,0.00844,0.1589,ok
6902,,,,,timeout
6903,172161,9911,0.057568,0.2768,ok
6904,28660872,13128426,0.458061,3.7596,ok
6905,,,,,timeout
6906,700042088,14986219,0.021408,17.1114,ok
6907,29028143,12874224,0.443508,2.7169,ok
6908,,,,,timeout
6909,6941482,230142,0.033155,0.5019,ok
6910,28507404,12930720,0.453592,2.3329,ok
6911,122166574,469005,0.003839,4.6724,ok
6912,,,,,timeout
6913,,,,,timeout
6914,,,,,timeout
6915,10853,4254,0.391965,0.2003,ok
6916,479493,7797,0.016261,0.2798,ok
6917,11588,4144,0.357611,0.0556,ok
6918,,,,,timeout
6919,57548,4891,0.08499,0.0908,ok
6920,,,,,timeout
6921,,,,,timeout
6922,,,,,timeout
6923,11823696,137195,0.011603,0.2487,ok
6924,6787382,26141,0.003851,1.6973,ok
6925,,,,,timeout
6926,,,,,timeout
6927,,,,,timeout
6928,21784,5129,0.235448,0.0978,ok
6929,,,,,timeout
6930,51216,5110,0.099774,0.0741,ok
6931,61077,5144,0.084222,0.0881,ok
6932,5298009,44943,0.008483,1.4313,ok
6933,79886,4611,0.05772,0.1089,ok
6934,84263,3773,0.044776,0.1899,ok
6935,,,,,timeout
6936,214861,11556,0.053784,0.4205,ok
6937,18840,5120,0.271762,0.1583,ok
6938,,,,,timeout
6939,701089801,14375557,0.020505,3.5039,ok
6940,1185454,8685,0.007326,0.214,ok
6941,11098,3989,0.359434,0.1391,ok
6942,6924899,134858,0.019474,0.3834,ok
6943,11959762,44713,0.003739,0.4827,ok
6944,10943,4628,0.422919,0.0456,ok
6945,1152919,5399,0.004683,0.0519,ok
6946,117709064,506666,0.004304,6.4121,ok
6947,57222,6202,0.108385,0.045,ok
6948,5359060,30236,0.005642,1.3048,ok
6949,5411782,28244,0.005219,1.4155,ok
6950,,,,,timeout
6951,28608659,11004986,0.384673,0.5743,ok
6952,54214,7219,0.133157,0.2039,ok
6953,7720765,215856,0.027958,0.1143,ok
6954,69296684,2270336,0.032763,0.9954,ok
6955,12881,4336,0.33662,0.1628,ok
6956,,,,,timeout
6957,12056,4565,0.37865,0.098,ok
6958,632857,5974,0.00944,0.1883,ok
6959,,,,,timeout
6960,70410202,1354538,0.019238,2.2893,ok
6961,,,,,timeout
6962,,,,,timeout
6963,462121,5303,0.011475,0.0661,ok
6964,,,,,timeout
6965,195314,10264,0.052551,0.2634,ok
6966,,,,,timeout
6967,6579641,28484,0.004329,1.0969,ok
6968,126001874,609238,0.004835,3.2851,ok
6969,120375,10740,0.089221,0.3029,ok
6970,455950,8313,0.018232,0.2068,ok
6971,695757355,16783703,0.024123,28.905,ok
6972,10676,4025,0.377014,0.1969,ok
6973,28835224,11887349,0.412251,1.0968,ok
6974,17243,4431,0.256974,0.1165,ok
6975,6651559,128979,0.019391,0.2943,ok
6976,546015,6556,0.012007,0.2332,ok
6977,1154394,13302,0.011523,0.1951,ok
6978,11026,4702,0.426447,0.0559,ok
6979,,,,,timeout
6980,20401,5515,0.27033,0.151,ok
6981,21903,5443,0.248505,0.0945,ok
6982,187533,11552,0.0616,0.2987,ok
6983,5621785,27718,0.00493,2.1408,ok
6984,55795,5574,0.099901,0.2309,ok
6985,10871,4123,0.379266,0.1695,ok
6986,,,,,timeout
6987,57044,4852,0.085057,0.0672,ok
6988,478221,7753,0.016212,0.3409,ok
6989,698756587,8055175,0.011528,6.6106,ok
6990,,,,,timeout
6991,11597505,55066,0.004748,0.554,ok
6992,161712,9835,0.060818,0.4301,ok
6993,70065196,2039298,0.029106,4.3488,ok
6994,,,,,timeout
6995,,,,,timeout
6996,120359397,484252,0.004023,5.0998,ok
6997,109484,16904,0.154397,0.2891,ok
6998,,,,,timeout
6999,642663,8430,0.013117,0.1514,ok
7000,70908033,2636522,0.037182,1.5367,ok
7001,115888112,99240860,0.856351,4.7945,ok
7002,5900915,28000,0.004745,1.284,ok
7003,11422003,51880,0.004542,0.6858,ok
7004,57349,4433,0.077299,0.0336,ok
7005,120541851,471370,0.00391,3.9036,ok
7006,,,,,timeout
7007,81789,6663,0.081466,0.0677,ok
7008,18504,6063,0.327659,0.0534,ok
7009,10669,3835,0.359453,0.068,ok
7010,28800081,16030470,0.556612,0.3697,ok
7011,11926297,56436,0.004732,0.4664,ok
7012,,,,,timeout
7013,35274,4602,0.130464,0.1182,ok
7014,,,,,timeout
7015,1232754,11502,0.00933,0.2131,ok
7016,73380041,3024758,0.04122,2.887,ok
7017,7359241,879061,0.11945,0.2673,ok
7018,15001584,160918,0.010727,0.2476,ok
7019,,,,,timeout
7020,,,,,timeout
7021,29572175,14747736,0.498703,2.6664,ok
7022,75711583,4383441,0.057897,1.3292,ok
7023,13760174,62689,0.004556,0.37,ok
7024,146239,6244,0.042697,0.092,ok
7025,695305923,17454578,0.025103,26.9526,ok
7026,,,,,timeout
7027,5772998,25254,0.004375,1.2261,ok
7028,21056,4759,0.226016,0.1425,ok
7029,11889,4785,0.402473,0.1497,ok
7030,150489,9106,0.060509,0.2406,ok
7031,195702,11240,0.057434,0.4477,ok
7032,12423360,58028,0.004671,0.5293,ok
7033,20005,5762,0.288028,0.1621,ok
7034,,,,,timeout
7035,28932874,12970695,0.448303,2.7595,ok
7036,12026025,81938,0.006813,0.6169,ok
7037,55726,4555,0.081739,0.1089,ok
7038,68713922,1606859,0.023385,2.6545,ok
7039,28622382,13540110,0.47306,5.3472,ok
7040,512478,7945,0.015503,0.29,ok
7041,123005602,525090,0.004269,3.5173,ok
7042,,,,,timeout
7043,123516164,653566,0.005291,3.9946,ok
7044,7040723,278339,0.039533,0.3422,ok
7045,13850428,71256,0.005145,0.4865,ok
7046,,,,,timeout
7047,125531352,638688,0.005088,5.7516,ok
7048,,,,,timeout
7049,1223847,15674,0.012807,0.1558,ok
7050,6810661,32676,0.004798,1.4078,ok
7051,1298742,12968,0.009985,0.0842,ok
7052,107723,8441,0.078358,0.5483,ok
7053,71342151,2010410,0.02818,4.1691,ok
7054,123689605,616238,0.004982,7.7996,ok
7055,71853953,1334946,0.018579,1.1468,ok
7056,459702,8267,0.017983,0.2385,ok
7057,4563413,31469,0.006896,0.2865,ok
7058,,,,,timeout
7059,71733987,1216718,0.016962,0.469,ok
7060,,,,,timeout
7061,19662,4920,0.250229,0.2001,ok
7062,,,,,timeout
7063,,,,,timeout
7064,123683068,579819,0.004688,3.9571,ok
7065,29078038,13342125,0.458839,5.5241,ok
7066,12307944,42122,0.003422,0.2275,ok
7067,1170789,17335,0.014806,0.0715,ok
7068,465107,9504,0.020434,0.1649,ok
7069,,,,,timeout
7070,14082106,110268,0.00783,0.2849,ok
7071,11871,4077,0.343442,0.0519,ok
7072,1180666,11684,0.009896,0.0756,ok
7073,,,,,timeout
7074,124443318,665196,0.005345,6.655,ok
7075,11162,4786,0.428776,0.0917,ok
7076,,,,,timeout
7077,,,,,timeout
7078,135454,9862,0.072807,0.393,ok
7079,18123,5432,0.29973,0.2697,ok
7080,1221620,13968,0.011434,0.2798,ok
7081,1140058,8295,0.007276,0.2284,ok
7082,,,,,timeout
7083,,,,,timeout
7084,,,,,timeout
7085,,,,,timeout
7086,57719,4509,0.07812,0.0685,ok
7087,1144741,9449,0.008254,0.1727,ok
7088,,,,,timeout
7089,5654530,27413,0.004848,1.8168,ok
7090,192306,12053,0.062676,0.428,ok
7091,1377060,16803,0.012202,0.2541,ok
